	ERR10492989.assembled	ERR10492990.assembled	ERR10492991.assembled	ERR10492992.assembled	ERR10492994.assembled	ERR10492995.assembled	ERR10492996.assembled	ERR10492997.assembled	ERR10492998.assembled	ERR10493000.assembled	ERR10493001.assembled	ERR10493002.assembled	ERR10493003.assembled	ERR10493004.assembled	ERR10493005.assembled	ERR10493006.assembled	ERR10493007.assembled	ERR10493008.assembled	ERR10493009.assembled	ERR10493010.assembled	ERR10493011.assembled	ERR10493014.assembled	ERR10493016.assembled	ERR10493017.assembled	ERR10493018.assembled	ERR10493019.assembled	ERR10493020.assembled	ERR10493021.assembled	ERR10493022.assembled	ERR10493023.assembled	ERR10493024.assembled	ERR10493025.assembled	ERR10493026.assembled	ERR10493027.assembled	ERR10493028.assembled	ERR10493029.assembled	ERR10493031.assembled	ERR10493032.assembled	ERR10493033.assembled	ERR10493034.assembled	ERR10493035.assembled	ERR10493036.assembled	ERR10493037.assembled	ERR10493039.assembled	ERR10493040.assembled	ERR10493041.assembled	ERR10493042.assembled	ERR10493043.assembled	ERR10493044.assembled	ERR10493046.assembled	ERR10493047.assembled	ERR10493049.assembled	ERR10493050.assembled	ERR10493051.assembled	ERR10493052.assembled	ERR10493054.assembled	ERR10493056.assembled	ERR10493057.assembled	ERR10493058.assembled	ERR10493059.assembled	ERR10493060.assembled	ERR10493061.assembled	ERR10493062.assembled	ERR10493063.assembled	ERR10493064.assembled	ERR10493065.assembled	ERR10493066.assembled	ERR10493067.assembled	ERR10493068.assembled	ERR10493069.assembled	ERR10493071.assembled	ERR10493072.assembled	ERR10493073.assembled	ERR10493074.assembled	ERR10493075.assembled	ERR10493076.assembled	ERR10493077.assembled	ERR10493078.assembled	ERR10493079.assembled	ERR10493080.assembled	ERR10493081.assembled	ERR10493082.assembled	ERR10493083.assembled	ERR10493084.assembled	ERR10493085.assembled	ERR10493086.assembled	ERR10493087.assembled	ERR10493088.assembled	ERR10493091.assembled	ERR10493092.assembled	ERR10493093.assembled	ERR10493094.assembled	ERR10493095.assembled	ERR10493096.assembled	ERR10493097.assembled	ERR10493098.assembled	ERR10493099.assembled	ERR10493100.assembled	ERR10493101.assembled	ERR10493102.assembled	ERR10493103.assembled	ERR10493104.assembled	ERR10493105.assembled	ERR10493106.assembled	ERR10493108.assembled	ERR10493109.assembled	ERR10493110.assembled	ERR10493111.assembled	ERR10493114.assembled	ERR10493115.assembled	ERR10493116.assembled	ERR10493117.assembled	ERR10493118.assembled	ERR10493119.assembled	ERR10493120.assembled	ERR10493121.assembled	ERR10493122.assembled	ERR10493123.assembled	ERR10493124.assembled	ERR10493125.assembled	ERR10493127.assembled	ERR10493128.assembled	ERR10493130.assembled	ERR10493131.assembled	ERR10493132.assembled	ERR10493133.assembled	ERR10493134.assembled	ERR10493136.assembled	ERR10493138.assembled	ERR10493139.assembled	ERR10493140.assembled	ERR10493141.assembled	ERR10493142.assembled	ERR10493143.assembled	ERR10493144.assembled	ERR10493145.assembled	ERR10493147.assembled	ERR10493148.assembled	ERR10493149.assembled	ERR10493150.assembled	ERR10493151.assembled	ERR10493152.assembled	ERR10493154.assembled	ERR10493155.assembled	ERR10493156.assembled	ERR10493157.assembled	ERR10493158.assembled	ERR10493160.assembled	ERR10493161.assembled	ERR10493162.assembled	ERR10493163.assembled	ERR10493165.assembled	ERR10493166.assembled	ERR10493167.assembled	ERR10493168.assembled	ERR10493169.assembled	ERR10493170.assembled	ERR10493172.assembled	ERR10493173.assembled	ERR10493174.assembled	ERR10493177.assembled	ERR10493178.assembled	ERR10493180.assembled	ERR10493181.assembled	ERR10493183.assembled	ERR10493184.assembled	ERR10493185.assembled	ERR10493186.assembled	ERR10493195.assembled	ERR10493196.assembled	ERR10493197.assembled	ERR10493198.assembled	ERR10493199.assembled	ERR10493200.assembled	ERR10493201.assembled	ERR10493202.assembled	ERR10493203.assembled	ERR10493204.assembled	ERR10493205.assembled	ERR10493206.assembled	ERR10493207.assembled	ERR10493208.assembled	ERR10493209.assembled	ERR10493210.assembled	ERR10493211.assembled
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__	1.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	39.0	77.0	65.0	305.0	93.0	70.0	69.0	102.0	68.0	10.0	4.0	5.0	14.0	2.0	27.0	3.0	0.0	1.0	0.0	247.0	137.0	6.0	0.0	0.0	16.0	0.0	235.0	151.0	40.0	26.0	68.0	175.0	44.0	15.0	51.0	59.0	28.0	121.0	108.0	2188.0	947.0	144.0	141.0	199.0	0.0	0.0	348.0	119.0	3.0	0.0	3.0	0.0	11.0	2.0	114.0	131.0	42.0	14.0	106.0	3.0	61.0	2.0	5.0	79.0	165.0	166.0	422.0	331.0	3.0	0.0	327.0	260.0	3.0	0.0	38.0	14.0	17.0	4.0	56.0	60.0	602.0	1055.0	37.0	63.0	0.0	0.0	113.0	77.0	100.0	48.0	20.0	15.0	36.0	18.0	221.0	113.0	175.0	117.0	1.0	5.0	458.0	0.0	4.0	1.0	291.0	230.0	1668.0	1666.0	168.0	107.0	39.0	31.0	6.0	6.0	43.0	1.0	469.0	384.0	75.0	6.0	12.0	38.0	40.0	8.0	456.0	587.0	28.0	46.0	14.0	50.0	226.0	121.0	1038.0	816.0	12.0	4.0	63.0	67.0	308.0	171.0	86.0	73.0	67.0	98.0	444.0	535.0	11.0	119.0	169.0	47.0	54.0	261.0	151.0	27.0	32.0	28.0	57.0	2.0	37.0	68.0	348.0	168.0	8.0	0.0	69.0	87.0	0.0	0.0	0.0	2.0	239.0	212.0	0.0	0.0	103.0	89.0	22.0	11.0	464.0	270.0	160.0	77.0	26.0	48.0	10.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae;g__Cellulomonas;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacteriaceae;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;__;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__	1.0	6.0	13.0	19.0	10.0	14.0	19.0	13.0	27.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	1.0	20.0	22.0	6.0	0.0	9.0	20.0	5.0	8.0	5.0	4.0	11.0	1.0	16.0	25.0	8.0	0.0	1.0	54.0	35.0	0.0	4.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	13.0	3.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	45.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	60.0	0.0	1.0	4.0	1.0	4.0	4.0	0.0	3.0	88.0	133.0	0.0	0.0	3.0	0.0	4.0	6.0	119.0	83.0	0.0	0.0	0.0	0.0	103.0	132.0	35.0	32.0	2.0	0.0	0.0	0.0	1.0	0.0	20.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0	3.0	3.0	4.0	5.0	3.0	11.0	38.0	54.0	3.0	0.0	4.0	2.0	0.0	0.0	95.0	122.0	4.0	3.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	22.0	22.0	8.0	1.0	0.0	0.0	0.0	16.0	16.0	0.0	3.0	6.0	8.0	0.0	0.0	4.0	127.0	271.0	259.0	0.0	0.0	20.0	20.0	0.0	0.0	7.0	7.0	11.0	1.0	50.0	30.0	7.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Scardovia;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Centipeda;s__	0.0	0.0	0.0	0.0	0.0	0.0	5.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	35.0	0.0	0.0	4.0	42.0	0.0	0.0	0.0	0.0	8.0	13.0	0.0	0.0	0.0	0.0	10.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	27.0	1.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	15.0	56.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	3.0	155.0	204.0	2.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI;g__Parvimonas;s__	21.0	21.0	16.0	10.0	0.0	0.0	25.0	79.0	6.0	9.0	25.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	112.0	286.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	90.0	91.0	6.0	5.0	101.0	35.0	31.0	18.0	60.0	10.0	11.0	0.0	0.0	0.0	1.0	0.0	119.0	49.0	42.0	57.0	88.0	45.0	0.0	0.0	4.0	28.0	144.0	91.0	616.0	269.0	0.0	0.0	30.0	25.0	2.0	8.0	0.0	0.0	0.0	0.0	953.0	563.0	37.0	8.0	44.0	210.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	32.0	22.0	0.0	0.0	74.0	87.0	38.0	73.0	33.0	30.0	0.0	0.0	1.0	0.0	4.0	0.0	119.0	215.0	0.0	1.0	0.0	1.0	3.0	1.0	2.0	5.0	68.0	54.0	3.0	0.0	6.0	117.0	148.0	49.0	67.0	2.0	2.0	1.0	1.0	28.0	7.0	6.0	1.0	2.0	7.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	5.0	13.0	84.0	123.0	1.0	3.0	0.0	0.0	9.0	12.0	17.0	4.0	12.0	9.0	2.0	0.0	0.0	3.0	2.0	40.0	5.0	5.0	0.0	0.0	0.0	649.0	0.0	0.0	425.0	81.0	67.0	33.0	0.0	0.0	360.0	336.0	16.0	74.0	17.0	10.0	50.0	37.0	42.0	25.0	49.0	42.0	14.0
